# 중복 판정 표 — `uv run histgraph dedupe` 가 읽는다.
#
# 한 사건이 두 노드로 들어와 있는 것을 규칙이 찾아 오면(`duplicates` 모듈
# 머리글), 사람이 여기에 한 줄을 적는다. 규칙은 후보를 찾을 뿐 합치지
# 않는다 — 라벨이 비슷하다고 합치면 절반이 틀린다.
#
#   merge<TAB>남길 id<TAB>없앨 id<TAB>근거
#   keep <TAB>id      <TAB>id      <TAB>왜 다른 사건인지
#
# 남길 쪽은 대개 엣지가 많은 노드다. 다만 **연대가 맞는 쪽**이 먼저다 —
# 없앤 노드의 날짜는 남는 노드가 비어 있을 때만 옮겨진다. 없어지는 이름은
# 별칭으로 남아 검색에 계속 걸린다.
#
# 이름이 갈리는 까닭은 소스마다 표제를 다르게 달기 때문이다. 국편은
# '3·1운동', 위키백과는 '3·1 운동'이고, 같은 1762년 일을 국편은 '사도세자
# 사건', 위키백과는 '임오화변'이라 부른다.

# --- 소스마다 표제가 다른 같은 사건 (국편 ↔ 위키백과) ----------------------
# --- 다른 사건이다 (합치지 않는다) ------------------------------------------
keep	wd:Q4870736	wd:Q85985974	이름이 같을 뿐이다. 1592년 청주성 싸움과 1950년 정주 전투 — 뒤엣것은 라벨이 잘못 붙었다 (ko_labels.tsv 에서 '정주 전투'로 고침)
keep	wd:Q4871272	wd:Q16170016	1592년 임진강 방어선과 1951년 설마리 전투. 설마리 전투를 영어권에서 Battle of the Imjin River 라 부를 뿐이다
keep	wd:Q576338	wd:Q20443986	정유재란은 임진왜란의 재침 국면이지만 별개 사건으로 다룬다. '정유재란'이 임진왜란의 별칭으로 들어와 있는 것이 원인이다
keep	wd:Q576338	nikh:kc_i305620	위와 같다 — 별칭이 겹쳐 걸린 것이다
keep	wd:Q55734410	wd:Q61282376	조일동맹조약과 조일맹약은 같은 조약으로 보이지만, 앞엣것의 설명이 조일 잠정 합동조관(1894-07-20)과 뒤섞여 있다. 무엇이 같은지 확인하기 전에는 합치지 않는다
keep	wd:Q12608468	wd:Q624222	왕자의 난은 1·2차를 아우르는 이름이고 제2차는 1400년 방간의 난이다
keep	wd:Q624181	wd:Q12608468	위와 같다 — 아우르는 이름과 제1차(1398)
keep	wd:Q14475856	wd:Q27953368	1593년 제4차 평양성 전투와 371년 백제의 평양성 공격
keep	wd:Q21060235	wd:Q27953368	위와 같다 — 1592년과 371년
keep	wd:Q21060239	wd:Q27953368	위와 같다 — 1592년과 371년
keep	wd:Q484733	wd:Q15878954	'진주성 전투'는 동음이의 문서 노드다 (설명이 '다른 뜻은 다음과 같다'). 사건이 아니므로 합칠 것이 아니라 지울 것이다
keep	wd:Q14631695	wd:Q12618346	1592년 진주대첩과 1862년 진주민란. 핵심어 '진주'가 우연히 같다
keep	wd:Q482970	wd:Q484475	1592년 사천 해전과 1598년 사천성 전투
keep	wd:Q626283	wd:Q16178602	1592년과 1594년의 당항포 — 차수가 다르다
keep	wd:Q706103	wd:Q233254	을사사화(1545)와 을사조약(1905). 간지 '을사'가 같을 뿐이다
keep	wd:Q490792	wd:Q711051	삼별초는 부대이고 삼별초의 난은 사건이다 (부대 쪽 타입이 잘못 붙어 있다)
keep	wd:Q3277083	wd:Q495558	한일병합조약은 1910-08-22 조인된 문서이고 한일병합은 8월 29일 발효된 사건이다
keep	wd:Q16190836	ex:event:제1차 요동 정벌	1388년 우왕의 요동 정벌과 공민왕대의 1·2차 요동 정벌은 다르다
keep	wd:Q16190836	ex:event:제2차 요동 정벌	위와 같다
keep	wd:Q388037	ex:event:제1차 만국평화회의	1899년과 1907년 회의는 차수가 다르다
keep	wd:Q388037	ex:event:제2차 만국평화회의	위와 같다
keep	nikh:kc_i400010	wd:Q418151	1840년 아편전쟁과 1856년 제2차 아편 전쟁
keep	wd:Q122846639	wd:Q20443986	위와 같다 — 임진왜란에 '정유재란' 별칭이 붙어 있어 걸린다. 별칭 쪽이 틀렸다
merge	wd:Q12613875	wd:Q12618346	임술민란과 진주민란이 같은 설명(위키백과 「임술농민봉기」)을 쓰고 있었다. 진주에서 시작해 전국으로 번진 한 일을 위키백과가 한 문서로 다룬다 — 화면에 같은 글이 두 번 서는 것보다 낫다. '진주 민란'은 별칭으로 남는다

# ============================================================================
# 사건 밖의 판정 (2026-09-05). 규칙이 증거로 판정하지 못한 것만 여기 적는다 —
# 대부분은 중복이 아니라 **이름이 겹친 것**이라 `keep` 이다.
# ============================================================================

# --- 장소: 같은 이름의 다른 곳 ------------------------------------------------
keep	wd:Q109361	wd:Q2949557	북한의 함경북도와 대한민국 이북5도 기준 명목상 함경북도. 같은 땅이지만 다른 행정 단위다
keep	wd:Q698214	wd:Q2949547	1417~1954 존속한 황해도와 이북5도 기준 명목상 황해도
keep	wd:Q41067	wd:Q41416	관동 지방의 역사적 강원도와 북한의 강원도
keep	wd:Q41071	wd:Q41067	강원특별자치도와 1395년에 설치된 역사적 강원도
keep	wd:Q41071	wd:Q41416	강원특별자치도와 북한의 강원도
keep	wd:Q50329	wd:Q490109	강원특별자치도 철원군과 북한 강원도 철원군 — 휴전선이 가른 같은 이름
keep	wd:Q50208	wd:Q50209	경남 고성군(固城)과 강원 고성군(高城). 한자부터 다르다
keep	wd:Q42112	wd:Q715946	전남 순천시(順天)와 평남 순천시(順川)
keep	wd:Q42120	wd:Q324293	경기 안양시와 중국 허난성 안양시
keep	wd:Q45208	wd:Q2812242	중화인민공화국 지린성과 만주국의 지린성
keep	wd:Q41283	wd:Q42069	광주광역시와 경기도 광주시
keep	wd:Q12602988	wd:Q16182091	경기 광주시 송정동(松亭)과 광산구 송정동(松汀)
keep	wd:Q2647581	wd:Q7437814	강남구 신사동(新沙)과 은평구 신사동(新寺)
keep	wd:Q50404	wd:Q50405	대구 서구와 대전 서구
keep	wd:Q50404	wd:Q50407	대구 서구와 인천 서구
keep	wd:Q50405	wd:Q50407	대전 서구와 인천 서구
keep	wd:Q50438	wd:Q50440	대구 중구와 부산 중구
keep	wd:Q50438	wd:Q50441	대구 중구와 서울 중구
keep	wd:Q50440	wd:Q50441	부산 중구와 서울 중구
keep	wd:Q50363	wd:Q50365	부산 남구와 인천 미추홀구. 미추홀구의 옛 이름이 남구라 별칭이 걸렸다
keep	wd:Q704821	wd:Q55737045	황해남도 신천군과 그 일부가 된 옛 문화군
keep	wd:Q705476	wd:Q109457341	개성특별시 개풍구역과 이북5도 기준 개풍군 — 뒤엣것은 위키백과 문서가 없어 무엇인지 알 수 없다
keep	wd:Q48888	wd:Q27248042	함경북도 회령시와 위키백과 문서가 없는 같은 이름의 노드 — 합칠 근거가 없다

# --- 장소: 행정구역과 그 안의 지역·섬 -----------------------------------------
keep	wd:Q11259935	wd:Q22982	영등포구 여의동(행정동)과 한강의 섬 여의도
keep	wd:Q20398	wd:Q489941	강남구(자치구)와 강남(한강 이남을 가리키는 지역 이름)
keep	wd:Q29151	wd:Q41164	제주도(섬)와 제주특별자치도(행정구역)
keep	wd:Q50220	wd:Q19756507	단양군과 취락 항목 단양 (ko_labels.tsv 에 적어 둔 것과 같은 이유)
keep	wd:Q50325	wd:Q485651	진도군(행정구역)과 진도(섬)
keep	wd:Q148	wd:Q29520	중화인민공화국(나라)과 중국(지역·문명)
keep	wd:Q884	wd:Q18097	대한민국(나라)과 한국(한반도를 가리키는 지역)
keep	wd:Q1490	wd:Q7473516	도쿄도(행정구역)와 도쿄(도심 지역)

# --- 장소: 엔티티 해소가 이을 짝 (합치지 않는다) ------------------------------
# 국가유산청 소재지에서 세운 `kr:place:` 와 Wikidata 행정구역은 서로 다른
# 소스의 열쇠다. `resolve` 가 same_as 로 잇는다 — 합치면 다음 수집이 다시
# 둘로 만든다. 아래 여섯은 이름이 여럿에 걸려 해소가 건너뛴 것들이다.
keep	wd:Q20398	kr:place:서울:강남구	엔티티 해소(resolve)가 이을 짝이다
keep	wd:Q20714	kr:place:경기:수원시	엔티티 해소(resolve)가 이을 짝이다
keep	wd:Q36929	kr:place:서울:종로구	엔티티 해소(resolve)가 이을 짝이다
keep	wd:Q50405	kr:place:대전:서구	엔티티 해소(resolve)가 이을 짝이다 — '서구'가 여럿이라 건너뛰었다
keep	wd:Q50438	kr:place:대구:중구	엔티티 해소(resolve)가 이을 짝이다 — '중구'가 여럿이라 건너뛰었다
keep	wd:Q50441	kr:place:서울:중구	엔티티 해소(resolve)가 이을 짝이다 — '중구'가 여럿이라 건너뛰었다

# --- 단체 --------------------------------------------------------------------
merge	wd:Q106234557	wd:Q483997	조선총독부가 두 노드였다. 국편 정본이 씌워진 쪽(엣지 22건)을 남긴다
keep	wd:Q124459	wd:Q16175722	걸 그룹 카라와 만화가 듀오 카라
keep	wd:Q16097465	wd:Q20444272	보이 밴드 알파벳(AlphaBAT)과 힙합 듀오 알파벳(Rphabet)
keep	wd:Q853982	wd:Q114371233	부교구장 주교와 부교구장 대주교는 다른 직위다
keep	wd:Q19161979	wd:Q18998687	신라 관등 일길찬(7위)과 급벌찬(9위). 설명이 관등을 나열해서 걸렸다

# --- 직위 --------------------------------------------------------------------
merge	wd:Q16174818	wd:Q55775219	충청남도지사가 두 노드였다. 설명이 있는 쪽을 남긴다
keep	wd:Q12592375	wd:Q12303322	대한민국의 고용노동부 장관과 나라를 가리지 않는 '노동부 장관'
keep	wd:Q12592405	wd:Q2518691	대한민국의 국방부 장관과 나라를 가리지 않는 '국방부 장관'
keep	wd:Q12592448	wd:Q17763739	대한민국의 법무부 장관과 나라를 가리지 않는 '법무부 장관'
keep	wd:Q4175034	wd:Q1055894	입법자와 의원은 다른 말이다
keep	wd:Q486839	wd:Q4175034	국회의원과 입법자
keep	wd:Q42178	wd:Q1127270	부대표와 부회장 — 둘 다 라벨과 설명이 어긋나 있다(부통령·부주석). 라벨을 고칠 일이지 합칠 일이 아니다

# --- 개념 --------------------------------------------------------------------
merge	wd:Q1964968	wd:Q1415338	범죄 수사가 두 노드였다. 설명이 있는 쪽을 남긴다

# --- 유물: 국보와 보물로 두 번 지정된 것, 다른 소장본 -------------------------
# 소재지가 시군구까지만 적힌 줄이 있어 기계가 판정하지 못한 것들이다.
merge	khs:11-11-0003060000300	khs:12-11-0018660000000	연세대 소장 삼국유사 파른본. 보물 1866호이던 것이 국보 306-3호가 됐다 (둘 다 서대문구 연세대)
merge	khs:11-21-0003060000400	khs:12-21-0004190000300	범어사 소장 삼국유사. 보물 419-3호이던 것이 국보 306-4호가 됐다 (둘 다 부산 금정구 범어사)
merge	khs:11-37-0003180000000	nikh:kc_r101700	포항 중성리 신라비 — 국편 정본이 국가유산청 노드에 못 씌워졌다 (국보·보물 두 줄이라 후보가 갈렸다)
keep	khs:11-11-0002030000000	khs:12-11-0006900000000	국보 203호와 보물 690호 대방광불화엄경 주본 권6. 지정 연도가 각각 1979·1981이라 승격이 아니라 다른 소장본이다
keep	khs:11-37-0003060000000	khs:12-11-0004190000400	예천 소장 삼국유사(국보 306-2)와 고려대 소장본(보물 419-4)
keep	khs:12-11-0014240000000	khs:12-21-0014400000000	리움 소장 백자대호와 부산 소장 백자대호
keep	khs:12-11-0007590000000	khs:12-11-0007600000000	수능엄경 원문본과 언해본. 설명이 책을 풀이해서 글자까지 같다

# --- 인물: 화면 그래프에 남은 59쌍 --------------------------------------------
# 대부분이 **후궁 봉작명**(숙의 김씨가 다섯, 귀인 정씨가 넷)과 동명이인이다.
# 봉작은 이름이 아니라 품계+성이라 왕마다 다시 쓰인다 — 합칠 것이 아니라
# 어느 왕의 후궁인지로 갈라야 한다.
merge	wd:Q16171569	wd:Q319934	서재필이 두 노드였다. 국편 정본이 씌워진 쪽(엣지 10건)을 남긴다
merge	wd:Q494149	nikh:kc_n403320	석오 이동녕(1869~1940). 1927년생 핵물리학자 이동녕이 있어 국편 정본이 붙을 곳을 못 정했다
merge	wd:Q16435447	wd:Q12583989	한글학자 계봉우(1880-08-01생). 몰년이 1959와 1956으로 갈려 기계가 판정하지 못했다
merge	wd:Q57167441	wd:Q97220810	이승만의 아버지 이경선. 몰년이 1913-12-05와 1912-12-04로 갈려 있다 (음·양력 차이로 보인다)
keep	wd:Q16090812	nikh:kc_n403320	1927년생 핵물리학자 이동녕과 1869년생 독립운동가 이동녕
keep	wd:Q486563	nikh:kc_n403310	1476년생 문신 이기와 동학농민전쟁에 뛰어든 해학 이기
keep	wd:Q214259	wd:Q16173059	우사 김규식(1881~1950)과 경북 안동 출신 김규식(1880~1945)
keep	wd:Q14362	wd:Q79906103	전두환과 그 아버지 전상우 — 뒤엣것에 전두환의 설명이 잘못 붙어 있다. 설명을 고칠 일이지 합칠 일이 아니다
keep	wd:Q483181	wd:Q12596347	소현세자와 그 아내 민회빈 강씨
keep	wd:Q485556	wd:Q16177061	조선 정종(定宗)과 문종의 부마 정종(鄭悰)
keep	wd:Q9141961	wd:Q16174656	순교자 이간난과 왕족 무관 이간 — '난'을 갈래 접미사로 떼서 걸렸다
keep	wd:Q138033636	wd:Q133866440	허전의 자(字)가 '이로'라 이름이 겹쳤다
keep	wd:Q16178573	wd:Q61095463	김종한의 별칭에 '조경'이 들어와 있다
keep	wd:Q25842469	wd:Q12613247	하릉군 이확(생몰년 미상)과 1590년생 무신 이확
keep	wd:Q12622430	wd:Q25842469	하릉군 이인(1546~1592)과 하릉군 이확 — 봉호가 같은 다른 왕족이다
keep	wd:Q108337049	wd:Q489402	세종의 후궁 숙원 이씨와 중종의 후궁 숙원 이씨
keep	wd:Q12611309	wd:Q133866440	문신 이로(李潞, 1769~1826)와 왕족 이로(李輅, 1536~1614)
keep	wd:Q133866440	wd:Q16176555	이로(李輅)와 송암 이로(李魯, 1544~1598)
keep	wd:Q12615572	wd:Q124961787	문신 정명선(1517~1566)과 제3대 국회의원 정명선(1894년생)
keep	wd:Q12615953	wd:Q12615955	소설가 정인택(鄭人澤)과 관료 정인택(鄭麟澤)
keep	wd:Q133866494	wd:Q133866495	서정리(徐貞履, 1599~1664)와 서정리(徐正履, 1617~1678)
keep	wd:Q16090182	wd:Q65249566	제15·16대 국회의원 박종우와 조선 초 문신 박종우(1405~1464)
keep	wd:Q16091043	wd:Q130540227	기업인 이원영(1910~1985)과 대한제국 군인 이원영(1868~1928)
keep	wd:Q16172979	wd:Q12586991	무교회주의자 김교신(1901~1945)과 조선귀족 김교신(1871~1932)
keep	wd:Q16175033	wd:Q124961793	갑신정변의 박영교(1849~1884)와 제3·4대 국회의원 박영교(1906년생)
keep	wd:Q16179183	wd:Q49253205	법조인 이인(1896~1979)과 고려 후기 문신 이인(~1381)
keep	wd:Q16181006	wd:Q61095463	용주 조경(1586~1669)과 조위총의 아들 조경(~1174)
keep	wd:Q16745759	wd:Q61095463	하서 조경(1727~1787)과 조위총의 아들 조경
keep	wd:Q16726628	wd:Q16173698	전성군 이변(1490~1505)과 전성군 이대(1488~1543)
keep	wd:Q17157532	wd:Q16178513	계유정난의 김승규(~1453)와 대한제국 무신 김승규(1861년생)
keep	wd:Q29881198	wd:Q56698591	문재인의 배우자 김정숙과 다른 김정숙
keep	wd:Q31177021	wd:Q31178286	문신 권복(權馥, 1769년생)과 무신 권복(權復, ~1435)
keep	wd:Q497137	wd:Q124961798	권신 김석주(1634~1684)와 제5대 국회의원 김석주(1901년생)
keep	wd:Q623556	wd:Q12587341	사회주의 독립운동가 김명식(1890~1943)과 북한 군인 김명식

# 후궁 봉작명 — 품계와 성만 같을 뿐 왕이 다르다
keep	wd:Q15918680	wd:Q31180749	인종의 후궁과 선조의 후궁
keep	wd:Q6684451	wd:Q15918680	성종의 후궁과 인종의 후궁
keep	wd:Q6684451	wd:Q31180749	성종의 후궁과 선조의 후궁
keep	wd:Q6684451	wd:Q6699528	성종의 후궁과 고종의 후궁 보현당 귀인 정씨
keep	wd:Q6699528	wd:Q31180749	고종의 후궁과 선조의 후궁
keep	wd:Q16168637	wd:Q12586203	성종의 후궁 귀인 권씨와 덕종의 후궁 귀인 권씨
keep	wd:Q24859262	wd:Q31180754	철종의 후궁 귀인 박씨와 세종의 후궁 귀인 박씨
keep	wd:Q6699576	wd:Q19359838	영조의 후궁 귀인 조씨와 철종의 후궁 귀인 조씨
keep	wd:Q6806709	wd:Q19359838	인조의 후궁 귀인 조씨와 철종의 후궁 귀인 조씨
keep	wd:Q6699643	wd:Q16168686	고종의 후궁 귀인 장씨와 인조의 후궁 귀인 장씨
keep	wd:Q16182036	wd:Q17028618	효종의 후궁과 헌종의 후궁 화락당 김씨
keep	wd:Q16182036	wd:Q28698845	효종의 후궁과 철종의 후궁
keep	wd:Q16182036	wd:Q28699009	효종의 후궁과 중종의 후궁
keep	wd:Q17028618	wd:Q28698845	헌종의 후궁과 철종의 후궁
keep	wd:Q17028618	wd:Q28699009	헌종의 후궁과 중종의 후궁
keep	wd:Q28698652	wd:Q16182036	단종의 후궁과 효종의 후궁
keep	wd:Q28698652	wd:Q17028618	단종의 후궁과 헌종의 후궁
keep	wd:Q28698652	wd:Q28698845	단종의 후궁과 철종의 후궁
keep	wd:Q28698652	wd:Q28699009	단종의 후궁과 중종의 후궁
keep	wd:Q28698845	wd:Q28699009	철종의 후궁과 중종의 후궁
keep	wd:Q16182107	wd:Q22098599	정종의 후궁 숙의 윤씨와 연산군의 후궁 숙의 윤씨
keep	wd:Q16182120	wd:Q16182134	연산군의 후궁 숙의 이씨와 중종의 후궁 숙의 이씨
keep	wd:Q28698659	wd:Q28699133	단종의 후궁 숙의 권씨와 광해군의 후궁 소의 권씨
keep	wd:Q6760589	wd:Q16220043	성종의 후궁 숙의 홍씨와 중종의 후궁 숙의 홍씨
keep	wd:Q16261782	wd:Q6760559	인조의 후궁 숙의 나씨와 '숙의 나씨' 동음이의 문서 — 뒤엣것은 사람이 아니다
merge	wd:Q497194	nikh:kc_i500500	같은 1987년 6월 항쟁 — 국편 표제 '6월민주화운동'과 위키 표제 '6월 민주 항쟁'. 날짜가 정확한 쪽을 남긴다 (2026-09-05 인과 읽기 중 발견)
merge	wd:Q625457	nikh:kc_i501300	같은 1997년 12월 3일 IMF 구제금융 — 국편 'IMF 사태'는 별칭으로. 날짜가 정확한 쪽을 남긴다
merge	wd:Q16176384	nikh:kc_i400900	같은 1923년 9월 관동대지진 조선인 학살 — 국편 표제는 별칭으로
merge	nikh:kc_i502950	wd:Q2862267	같은 1953-07-27 정전협정 — 위키 표제 '한국 군사 정전에 관한 협정'은 별칭으로. 국편이 정본
merge	wd:Q70585589	nikh:kc_i303200	같은 1456년 단종 복위 모의 — 국편 표제 "사육신"은 그 사건의 통칭(문서 본문: "상왕 복위 모의 사건을 가리켜 사육신 사건이라고 통칭"). 날짜 있는 쪽을 남긴다
# 2026-09-05 — related_to 갈라 내기(untangle) 후보를 읽으며 드러난 것. 근거는 추출 근거 문장.
merge	wd:Q137593009	ex:person:현문	혜암(玄門 惠菴)의 법명이 현문이다 — 국편 설명 '수덕사 조실 현문'과 위키 '현문 혜암(1885~1985)'이 같은 승려
merge	wd:Q6749099	ex:person:만공스님	'만공스님'은 만공(1871~1946)의 호칭 표기
merge	wd:Q486283	ex:person:정암	정암(靜菴)은 조광조의 호 — 조광조 설명이 그렇게 말한다
merge	wd:Q496866	ex:person:고재우	근거 문장은 '의병장 곽재우' — 추출이 이름을 잘못 옮겼다
merge	wd:Q1156288	ex:person:시마즈	사천 전투 문서의 '시마즈는 사천고성을 포기' — 시마즈 요시히로를 성으로만 부른 것
merge	wd:Q1156288	ex:person:시마즈 가	'시마즈 가의 군세만으로' — 요시히로가 이끈 가문의 군대. 별도 인물이 아니다
merge	wd:Q1156288	ex:person:시마즈 가문	'시마즈 요시히로를 주축으로 한 시마즈 가문의 5개 부대'
merge	wd:Q1156288	ex:person:시마즈군	'시마즈군이 주둔하는 사천' — 같은 부대
merge	wd:Q13417523	ex:event:한중록	한중록은 작품(media)인데 추출이 사건으로 세웠다
merge	ex:person:요나라	ex:person:요	'요'는 요나라의 줄임 — 둘 다 추출 고아. 타입은 org 로 고친다
merge	nikh:kc_i304200	wd:Q488547	같은 1619년 전투 — 국편 심하전투 문서: "이 전투를 중국에서는 사르후 전투라고 하는데". 위키 사르후 전투도 1619년 명·조선 연합군 패전
keep	wd:Q12580651	nikh:kc_i503400	6·3 항쟁은 1964년 6월 3일 계엄까지의 시위, 한일회담 반대운동은 1964~65년 전체 (국편 문서가 둘을 나눠 적음)
merge	wd:Q488133	nikh:kc_i500800	같은 1948년 5월 10일 제헌 국회의원 선거 — 국편 5·10선거 문서 첫 줄: "1948년 5월 10일 제헌국회 구성을 위해 실시된 국회의원 총선거를 5·10총선거라고 말한다"
merge	nikh:kc_i403700	wd:Q11287941	같은 1910년 12월 29일 제령 제13호 회사령 — 국편 문서 첫 줄과 위키 첫 줄이 같은 날짜·같은 제령 번호. 국편 쪽에 날짜(1910-12)가 있어 남긴다
merge	nikh:kc_i304200	ex:event:부차 전투	같은 1619년 3월 전투 — 부차전투 문서: "후금군은 북상하는 유정의 군을 노성 남쪽 부차에서 요격해 격파하였다 ... 강홍립 · 김응서 등은 ... 투항", 심하전투 문서도 같은 강홍립 투항. 국편 쪽에 날짜(1619)가 있어 남긴다
merge	nikh:kc_i502050	wd:Q8683	같은 것 — 위키 냉전 도입부 "제2차 세계 대전이 끝난 1945년부터 소련의 붕괴", 국편 냉전체제 "2차대전 직후부터 1990년대 초반까지 미국을 중심으로 한 자본주의 진영과 소련을 중심으로 한 사회주의 진영 간의 대결". 정본(국편)을 남긴다
keep	ex:org:광복단	wd:Q6431660	광복단은 1920년 만주 왕청현에서 이범윤을 단장으로 조직된 무장단체, 대한광복단은 1913년 경북 풍기의 비밀결사 — 이름만 겹친다
merge	nikh:kc_i201310	wd:Q12616976	조위총의 난 — 둘 다 1174년 서경유수 조위총이 무신정권에 맞선 난이다. 국편 정본에 연대(1174~1176)가 있고 엣지도 13대 1로 많다
merge	wd:Q12584437	ex:event:고창 전투	고창 전투 — 둘 다 930년 고창(안동)에서 왕건과 견훤이 싸운 전투다. 추출 고아를 위키데이터 노드에 합친다
merge	wd:Q16177155	nikh:kc_i200100	강동성 전투 — 둘 다 1218~1219년 고려·몽골·동진 연합군이 강동성의 거란군을 친 전투다. 남길 쪽에 날짜가 있다
keep	wd:Q706428	wd:Q4216311	고려-거란 전쟁은 993·1010·1018년 세 차례를 묶은 이름이고, 제1차는 그중 993년 소손녕의 침공이다. 상위와 차수는 합치지 않는다
merge	nikh:kc_o200100	wd:Q16261096	교정도감 — 둘 다 최충헌이 세운 무신정권 최고 기구다. 국편 정본에 연대(1227)가 있다
merge	nikh:kc_o200300	wd:Q2919951	별무반 — 둘 다 숙종 때 윤관의 건의로 여진에 대비해 세운 임시 부대다. 국편 정본에 연대(1107)가 있다
merge	nikh:kc_o200800	wd:Q12617594	중방 — 둘 다 상장군·대장군이 모여 군사를 의논하던 기구다. 연대(1167)가 같고 국편 쪽 엣지가 많다
merge	wd:Q12600580	ex:org:상하이 임시 정부	상해 임시정부 — 추출 고아를 위키데이터 노드에 합친다
