# 연대 판정 표 — `uv run histgraph chronology --apply` 가 읽는다 (`chronology` 모듈 머리글).
#
# 원인은 결과보다 먼저다. 연표에서 원인이 결과 아래에 서면 (2026-09-05 지적:
# 병자호란 → 공석신주사건) 엣지가 틀렸거나 날짜가 틀린 것이다. 어느 쪽인지는
# 정본(민족문화대백과·국편)과 위키백과를 읽고 여기에 적는다.
#
#   date<TAB>노드 id<TAB>시작<TAB>끝<TAB>근거          끝은 비워도 된다
#   drop<TAB>원인 id<TAB>결과 id<TAB>근거
#   flip<TAB>원인 id<TAB>결과 id<TAB>종류<TAB>근거     결과 → 원인으로 다시 건다
#
# 날짜는 양력이다. 음력을 옮겼으면 근거에 원래 날짜를 적는다. 하루까지 모르면
# 달까지만 적는다.

# --- 결과의 날짜가 틀리거나 거칠었다 --------------------------------------
drop	wd:Q14938275	wd:Q491346	육영수 저격 사건(1974)은 김대중 납치 사건(1973)의 원인이 아니다. 결과는 한일 관계의 형세다
drop	wd:Q485728	wd:Q623959	5·17 내란은 서울의 봄을 끝낸 것이지 원인이 아니다
drop	wd:Q174990	wd:Q623959	5·18 광주 민주화 운동은 서울의 봄의 끝이지 원인이 아니다
drop	wd:Q243987	wd:Q494058	연평도 포격전(11월)은 천안함 피격 사건(3월)의 원인이 아니다. 결과는 남북 갈등의 심화다
drop	nikh:kc_i402520	wd:Q701045	우금치 전투(12월)의 패배는 1월에 시작된 동학 농민 혁명을 와해시킨 것이지 원인이 아니다
drop	wd:Q65280608	wd:Q6125072	을미의병은 단발령의 원인이 아니라 결과이며, 근거 문장은 단발령 철폐를 말한다
drop	wd:Q16182419	wd:Q6546916	황국협회(1898년 6월 조직)는 3월에 시작된 만민공동회의 원인이 아니라 그것을 공격한 쪽이다
drop	nikh:kc_i402100	wd:Q233254	시일야방성대곡(11월 20일)은 을사조약(11월 17일)에 대한 규탄이지 원인이 아니다. 반대 방향 엣지가 그 뜻을 맡는다
drop	wd:Q15180	wd:Q11268479	소련은 1922년 12월 수립이라 1921년 자유시 참변의 원인일 수 없다. 참변은 러시아 적군과 고려공산당 파쟁의 일이고 근거 문장에 소련이 없다
drop	wd:Q55734410	wd:Q178687	조일동맹조약(8월 26일)은 청일 전쟁(7월 25일 개전) 중에 맺은 것이라 전쟁의 원인이 아니다. 반대 방향 엣지가 그 뜻을 맡는다
drop	nikh:kc_i501600	wd:Q487810	경제개발 5개년 계획(1962)은 5·16 군사정변(1961)의 원인이 아니라 정변 세력이 계승한 것이다
drop	wd:Q715791	wd:Q701045	평양 전투(1894년 9월, 청일 전쟁)는 1월에 시작된 동학 농민 혁명의 원인이 아니다. 2차 봉기의 배경일 뿐이고 그 뜻은 청일 전쟁 엣지가 맡는다
# 2026-09-06 — 원인이 결과보다 뒤인 나머지 (연표 지적에서 함께 훑었다)
drop	wd:Q470084	wd:Q8222	조선 연산군(1476)은 1443년 창제된 한글의 원인일 수 없다. 근거 문장은 1504년의 언문 금압이라 창제 뒤의 일이다
drop	wd:Q3274902	wd:Q8222	지석영(1855)의 국문 사용 주장은 1905년의 일이라 1443년 한글 창제의 원인이 아니다
drop	nikh:kc_o403300	wd:Q8222	조선어학회(1931)는 1443년 한글 창제의 원인이 아니다. 근거 문장은 1930년 맞춤법 통일안 결의라 창제 뒤의 일이다
drop	wd:Q12582690	wd:Q11599108	갑술환국(1694)은 1693년 3월 안용복의 1차 도일로 시작된 울릉도 쟁계의 원인이 아니라 쟁계 도중의 대일 정책 전환이다
drop	wd:Q418151	wd:Q192408	제2차 아편 전쟁(1856-10)은 1850년 12월 시작된 태평천국의 원인이 아니다. 근거 문장은 서양 세력이 태평천국 토벌을 도왔다는 것이라 끝낸 쪽이다
drop	nikh:kc_o400200	wd:Q697104	근거 문장이 말하는 원인은 청국의 권유(조선책략)이지 개화파가 아니다. 개화파 노드의 1884(갑신정변 해)로는 1882년 조미 수호 통상 조약의 원인이 될 수도 없다
drop	wd:Q178687	wd:Q5100231	청일 전쟁(1894)은 1882년 조청상민수륙무역장정의 원인이 아니라 그것을 폐기시킨 것이다
drop	wd:Q108523769	wd:Q5100231	경복궁 점령 사건(1894-07-23)도 1882년 조청상민수륙무역장정의 원인이 아니라 그 폐기(7월 25일)를 부른 것이다
drop	wd:Q488535	wd:Q623836	아관파천(1896-02-11)은 을미개혁(1895-10-08)을 끝낸 것이지 원인이 아니다 — 근거 문장이 "아관파천 직전까지 추진된" 이라고 적는다
drop	wd:Q702964	wd:Q697104	가쓰라-태프트 밀약(1905-07)은 1882년 조미 수호 통상 조약의 원인이 아니라 그것을 파기시킨 것이다
drop	wd:Q233254	wd:Q12584214	을사조약(1905-11)은 1904년 8월 시작된 고문정치의 원인이 아니라 그것을 통감정치로 바꾼 것이다
drop	wd:Q7010954	nikh:kc_i402500	신민회(1906)는 1905년 을사늑약 뒤 본격화된 애국계몽운동의 원인이 아니라 그 운동 안의 단체다
drop	nikh:kc_o401800	nikh:kc_i402500	서북학회(1908-01)는 1905년 시작된 애국계몽운동의 원인이 아니라 그것을 확산시킨 단체다 — 근거 문장도 "확산시켰다"고 적는다
drop	wd:Q361	wd:Q388037	제1차 세계 대전(1914)은 1899년 만국평화회의의 원인이 아니라 3차 회담을 열지 못하게 한 것이다
drop	wd:Q179975	nikh:kc_i402305	국공 내전(1927-08)은 1926년 시작된 민족유일당운동의 원인이 아니라 그 실패에 영향을 준 것이다
drop	wd:Q242099	nikh:kc_i304200	만주사변(1931)은 1619년 심하전투의 원인일 수 없다. 근거 문장은 사르후 전투를 설명할 뿐 만주사변을 말하지 않는다
drop	wd:Q6540361	wd:Q179975	일본의 항복(1945)은 1927년 8월 시작된 국공 내전의 원인이 아니다. 근거 문장이 말하는 것은 1946년 재개된 2차 내전인데 노드는 내전 전체다
drop	nikh:kc_i502050	wd:Q12596055	냉전체제(1947~)는 1946년 시작된 미소공동위원회의 원인이 아니라 그것을 1947년 10월 결렬시킨 것이다
drop	wd:Q483039	wd:Q482979	인천 상륙 작전(1950-09-15)은 1950년 8월 4일 시작된 낙동강 방어선 전투의 원인이 아니라 그 전선에 반격의 계기를 만든 것이다
drop	wd:Q493922	wd:Q485075	1·4 후퇴(1950-12-31)는 1950년 12월 11일 시작된 국민방위군 사건의 원인이 아니라 그 시기의 배경이다
drop	wd:Q4927240	wd:Q277337	이 노드는 원산항 봉쇄(1951-02-16~1953-07-27)라 1950년 11월 장진호 전투의 원인이 아니다. 근거 문장이 말하는 것은 1950년 10월의 원산 상륙이고 라벨이 잘못 붙어 있었다
drop	wd:Q128160	nikh:kc_i502050	쿠바 미사일 위기(1962)는 1947년 시작된 냉전체제의 원인이 아니라 그 안의 한 장면이다
drop	wd:Q12580651	nikh:kc_i503400	6·3 항쟁(1964-06)은 1963년 시작된 한일회담 반대운동의 원인이 아니라 그 운동의 정점이다 — 근거 문장도 반대운동이 6·3항쟁을 포괄한다고 적는다
drop	wd:Q491346	wd:Q10854405	김대중 납치 사건(1973-08)은 1972년 7·4 남북 공동 성명의 원인이 아니라 그 뒤 남북대화를 끊은 것이다
drop	wd:Q11269309	wd:Q44365	민청학련 사건(1974)은 1964년 인민혁명당 사건의 원인이 아니다. 근거 문장은 1975년 인혁당 재건위 사형 집행이라 1차 사건과 다른 일이다

# --- 방향이 뒤집혔다 -------------------------------------------------------
flip	wd:Q488995	wd:Q16190836	배경	요동 정벌군을 이끌고 위화도에 이른 이성계가 개경으로 회군해 정변을 일으켰다 (위키백과 위화도 회군 · 국편 요동 정벌)
flip	wd:Q11513777	wd:Q623757	배경	1895년 10월 을미사변에 대한 반동으로 11월 28일 친미·친러파 관리와 군인이 고종을 궁 밖으로 빼내려 한 사건 (민백 춘생문사건)
date	nikh:kc_i303500	1741		서원의 철폐 — 국편 연대기: 영조 17년(1741) 4~9월 173개 서원 훼철. 기존 값 1542는 백운동서원 창건의 해(서원의 성립 절)
date	nikh:kc_i402500	1905		애국계몽운동 — 민백 정의: 1905년 을사늑약 이후 전개. 기존 값 1949는 오류
date	wd:Q6498153	1637-02-24	1637-02-24	정축하성 — 위키 본문: 1637년 2월 24일 남한산성을 나와 삼전도에서 항복. 기존 끝 1895-04-17은 시모노세키 조약 날짜가 잘못 붙은 것
date	wd:Q11401900	1992-04	1992-04	프룬제 아카데미아 출신 장교 쿠데타 모의 사건 — 위키 본문: 1992년 4월 25일 사열식 때 거사 계획. 기존 1980~1994는 오류
date	nikh:kc_o301600	1593-08	1882	훈련도감 — 국편 문서: 1593년(선조 26) 8월 창설, 1882년(고종 19) 혁파. 기존 시작 1881은 별기군 창설 연도
date	nikh:kc_o402100	1881-01	1881	신사유람단 — 국편 문서: 1881년(고종 18) 1월 암행어사 임명, 4월 일본행. 기존 1873은 고종 친정 연도
date	nikh:kc_i501700	1945-09	1948-08-15	미군정청 — 국편 문서: 1945년 9월 수립, 1948년 8월 15일 정부 수립과 함께 종료. 기존 시작 1946은 오류
date	nikh:kc_o400400	1929-04		국민부 — 민백 정의: 1929년 4월 만주에서 조직. 기존 1927은 3부 분화가 시작된 해
date	nikh:kc_o400900	1910-02		대한인국민회 — 민백: 1909년 2월 국민회, 1910년 2월 대동보국회 흡수로 대한인국민회 출범. 기존 1903은 하와이 이민 시작 연도
date	wd:Q12593144	1919-03-01	1919-03-01	위키 도입부: "1919년 3월 1일의 3·1 운동 때 민족대표 33인이 독립을 선언한 글"
date	wd:Q10862364	1953-10-01	1954-11-18	민족문화대백과 정의: "1953년 10월 1일 한국과 미국간에 조인되고 1954년 11월 18일에 발효"
date	nikh:kc_i502050	1947	1991	국편 냉전체제 문서: "2차대전 직후부터 1990년대 초반까지", "‘냉전’이라는 용어가 널리 사용되기 시작한 것은 1947년경". 1990 은 문서 시점이지 시작이 아니다
date	wd:Q698001	1937-10-02	1937-10-02	위키: "1937년 10월 2일 미나미 지로(南次郞) 총독이 결재함으로써 공식화되었다"
date	nikh:kc_o500700	1956-11-10	1958	국편 진보당 문서: "진보당은 1956년 11월 10일 창당대회를 개최하고". 1950 은 "1950년대"를 잘못 읽은 것
date	wd:Q27953717	1844	1844	위키 도입부: "민진용의 옥사(閔晉鏞獄事)는 1844년(헌종 10)"
date	wd:Q12599288	1931	1934	민족문화대백과: "동아일보사는 1931년부터 1934년까지 4회에 걸쳐 전국 규모의 문맹퇴치운동을 전개"
date	nikh:kc_i500270	1973-10	1980	국편 석유파동 문서 첫 줄: "1973∼1974년 제4차 중동 전쟁 시기 ... 1978∼1980년의 이란 혁명" — 두 차례를 아우르는 문서라 1차 시작(1973년 10월)부터
date	wd:Q44365	1964-08-14	1975-04-09	민족문화대백과: "1964년 8월 14일 중앙정보부장 김형욱(金炯旭)은 ... 인혁당을 적발", 2차 사형 집행 1975-04-09 (제4공화국 문서: "대법원 확정 판결 ... 이튿날 사형 집행")
date	wd:Q11269309	1974-04	1974	위키 도입부: "1974년 4월 대한민국에서 발생한 시국 사건"
date	wd:Q27648946	2016-10-26	2017-03-10	위키: "10월 26일부터 기자회견, 선언 등 형태로 공식적인 퇴진 운동이 시작되었으며" · 탄핵 인용 2017-03-10 까지
date	nikh:kc_i502500	1988-09-17	1988-10-02	국편: "제24회 서울올림픽은 1988년 9월 17일부터 10월 2일까지 16일간 개최"
date	wd:Q12613739	1936-08-13	1936-08-29	위키 도입부: "1936년 8월 13일자 동아일보 ... 일장기를 삭제한 사건", 8월 29일자부터 무기 정간
date	wd:Q12626221	1925-03-23	1938-09	민족문화대백과: "1925년 3월 23일 서울 신흥우의 집에서 비밀리에 흥업구락부가 조직", 1938년 9월 관련자 석방 뒤 소멸
date	ex:org:국민회	1909-02-01	1910-05-10	민족문화대백과: "1909년 2월 1일 미주 한인 사회의 통일 기관으로 국민회(國民會)가 창립", "1910년 5월 10일 대한인국민회(大韓人國民會)로 개칭"
date	ex:org:의성단	1923-11	1924-11	민족문화대백과: "1923년 11월 만주에서 조직", "1924년 11월 여러 독립운동단체와 통합하여 정의부를 성립시키고 발전적으로 해체"
date	ex:org:외솔회	1970		민족문화대백과: "1970년 ... 조직한 문화단체"
date	nikh:kc_i402305	1926	1929	국편 민족유일당운동 — 참의부 문서: "1927년부터 독립운동계 전반에 불기 시작한 민족유일당운동"; 1926년 안창호의 제창부터 1929년 국민부 결성까지. 1920 은 연대 표기 오류
date	nikh:kc_o300805	1637	1894	국편 연행사 문서: "조선은 병자호란으로 명과의 관계를 끊고 청과 조공-책봉 관계를 맺었으며", 연행노선 "1893년까지 유지". 1882 는 문서 시점 오류
date	ex:org:조선임전보국단	1941-10-22	1942-11	민족문화대백과: "10월 22일 서울 부민관에서 통합된 새 단체의 발회식", "같은 해 11월 국민총력조선연맹 ... 합류함으로써 발족 1년 만에 해체"
date	wd:Q274498	1923-09-01	1923-09-01	위키 도입부: "1923년 9월 1일(다이쇼 12년) 11시 58분 ... 일어난 해구형 지진"
date	wd:Q10856174	2004-03-12	2004-05-14	위키: "2004년 3월 12일에 국회에서 ... 탄핵 소추안을 통과", "같은 해 5월 14일 헌법재판소가 탄핵소추안을 기각"
date	wd:Q11606777	1972-12	1980-10	민족문화대백과: 1972년 유신헌법으로 설치, "1980년 10월 개정된 「헌법」으로 이 기구는 폐지"
date	ex:org:광복단	1920	1922	민족문화대백과: "1920년 만주에서 조직되었던 무장독립운동단체", 1922년 7월 혜산경찰서 습격까지 활동
date	wd:Q5969001	1659-06	1674-08	송준길 문서: "효종이 죽고 현종이 즉위하자 자의대비의 복상 문제로 이른바 예송이 일어났는데"(1659년 효종 승하, 양력 6월), "1674년 효종의 왕비인 인선대비가 죽자 또 한 차례 자의대비의 복상 문제" — 기존 1666-02-19~1659 는 시작·끝이 뒤집혀 있었다
date	wd:Q11599108	1693-03	1696	안용복 문서(민족문화대백과): 1차 도일 "1693년(숙종 19) 3월", 2차 "1696년(숙종 22) 3월"
date	wd:Q12580571	1919-02-08	1919-02-08	김석황 문서(민족문화대백과): "1919년 2월 일본 와세다대학 재학 당시 2·8독립운동에 가담" — 선언 당일
date	wd:Q5100231	1882-10-04	1882-10-04	조영하 문서(민족문화대백과): 1882년 임오군란 뒤 사은사 겸 진주사로 청에 가 체결. 음력 8월 23일 = 양력 10월 4일
date	wd:Q493978	1219-04-05	1274-07-30	고려 원종(24대, 재위 1259~1274) 에 조선 원종(정원군, 1580~1619)의 생몰년이 실록 인물 CSV 를 타고 씌워져 있었다. 국편 정본 본문이 「1219년(고종 6) 3월에 출생」·「1259년 즉위하여 1274년까지 왕위」라 적는다. 양력 환산은 Wikidata P569/P570
drop	wd:Q3277083	ex:org:국민회	국민회는 1910년 5월 10일 대한인국민회로 개칭하며 없어졌으므로 8월 29일 한일병합의 영향을 받을 수 없다. 병합 뒤의 일은 대한인국민회(nikh:kc_o400900) 쪽이다
drop	wd:Q14304	wd:Q12616792	태종(1367~1422)이 1942년 조선어학회 사건의 배경일 수 없다. 근거 문장이 태종의 관제 정비 서술이라 사건과 무관하다 (2026-09-06 역할 전수 조사)
drop	wd:Q6862620	wd:Q624154	민영환의 1905년 자결이 1929년 광주 학생 항일 운동의 계기라는 서술은 항일운동 일반에 대한 문장이지 이 운동의 원인이 아니다
drop	wd:Q41117	wd:Q487775	근거 문장이 1972년 7·4 남북 공동성명 이야기다. 2000년 6·15 공동선언의 원인으로 김일성(1994년 몰)을 세울 수 없다

# 2026-09-08 지적: "한국사에 여전히 원인이 결과보다 연표에서 아래에 있는 경우가 있어
# 전수 조사해서 수정" — 인과 엣지 가운데 원인과 결과가 **같은 해**인 61쌍을 전수로
# 훑었다 (45쌍이 화면에서 뒤집혀 서 있었다). 두 부류였다:
#   (1) 결과의 날짜가 거칠거나 틀리다 — 아래에 정본에서 찾은 날짜를 적는다.
#   (2) 결과가 원인보다 **먼저 시작했다** — 인과가 아니라 영향이다 (drop).
# 정말 같은 날인 것(한일병합·무단통치, 을미사변·을미개혁, 3·1독립선언서·3·1 운동)은
# 날짜로 못 가른다. 그것은 연표가 인과로 가른다 (`timeline.js` `sortMarks`).
date	wd:Q12612839	1453-12	1453-12-06	이징옥의 난 — 실록: 단종 1년 음력 10월 25일(양력 12월 4일)에 박호문을 죽인 일이 조정에 보고되고, 10월 27일(12월 6일) 이징옥이 종성에서 피살. 민백도 '1453년(단종 1) 10월'(음력). 계유정난(음력 10월 10일 = 양력 11월 19일) 뒤의 일이다
date	wd:Q16261147	1592-08-15	1592-09-23	금산 전투 — 민백: 두 차례를 함께 이르는 이름이다. 제1차는 음력 7월 9~10일(양력 8월 15~16일) 고경명, 제2차는 음력 8월 18일(양력 9월 23일) 조헌·영규의 칠백의총. 기존 값 1592 는 연도만
date	wd:Q21058499	1597-10-31	1597-12-17	석주관 전투 — 위키백과: 1597년 10월 31일(음력 9월 22일) 왕득인 전사, 12월 17일(음력 11월 9일) 제2차 전투. 기존 값 1597 은 연도만
date	wd:Q625244	1896-07-02	1898-12-25	독립협회 — 위키백과: "12월 25일에는 만민공동회를 불법화한다는 조칙을 발포하여 독립협회는 실질적으로 해산되었다". 기존 끝 1898 은 연도만
date	nikh:kc_i403410	1919-01-18	1920-01-21	파리강화회의 — 1919년 1월 18일 개막, 1920년 1월 21일 폐막. 기존 값 1919 는 연도만이라 3·1 운동(3월 1일)보다 뒤로 보였다
date	wd:Q6673773	1920-10-09	1921-04	간도참변 — 위키백과: "1920년 10월 9일부터 11월 5일까지 27일간 간도 지역에서 학살된 한국인의 수는 3,469명", 일본군은 이듬해 봄까지 3~4개월 머물렀다. 훈춘 사건(10월 2일) 뒤다
date	wd:Q484437	1946-10-01	1946-12	대구 10·1 사건 — 국편·민백: 1946년 10월 1일 대구에서 시작해 12월까지 남한 전역으로 번졌다. 기존 값 1946 은 연도만
date	wd:Q12596055	1946-03-20	1947-10-21	미소공동위원회 — 제1차는 1946년 3월 20일 덕수궁 석조전에서 개막, 제2차가 1947년 10월 21일 결렬로 끝났다. 기존 값 1946~1947 은 연도만
date	nikh:kc_i503100	1948-07-17		제헌헌법 — 국편: 1948년 7월 12일 제헌국회가 의결하고 7월 17일 공포. 기존 값 1948 은 연도만
